"County","Year","Sex","Population"
"Jasz-Nagykun-Szolnok","2013","Male",26489
"Jasz-Nagykun-Szolnok","2014","Male",25471.5
"Jasz-Nagykun-Szolnok","2015","Male",24311.5
"Jasz-Nagykun-Szolnok","2016","Male",23322
"Jasz-Nagykun-Szolnok","2017","Male",22892
"Jasz-Nagykun-Szolnok","2018","Male",22865.5
"Jasz-Nagykun-Szolnok","2019","Male",22935
"Jasz-Nagykun-Szolnok","2011","Female",29684.5
"Jasz-Nagykun-Szolnok","2012","Female",29610
"Jasz-Nagykun-Szolnok","2013","Female",28741
"Jasz-Nagykun-Szolnok","2014","Female",27587.5
"Jasz-Nagykun-Szolnok","2015","Female",26253
"Jasz-Nagykun-Szolnok","2016","Female",25105.5
"Jasz-Nagykun-Szolnok","2017","Female",24413
"Jasz-Nagykun-Szolnok","2018","Female",24191
"Jasz-Nagykun-Szolnok","2019","Female",24199
"Jasz-Nagykun-Szolnok","2011","Female",29684.5
"Jasz-Nagykun-Szolnok","2012","Female",29610
"Jasz-Nagykun-Szolnok","2013","Female",28741
"Jasz-Nagykun-Szolnok","2014","Female",27587.5
"Jasz-Nagykun-Szolnok","2015","Female",26253
"Jasz-Nagykun-Szolnok","2016","Female",25105.5
"Jasz-Nagykun-Szolnok","2017","Female",24413
"Jasz-Nagykun-Szolnok","2018","Female",24191
"Jasz-Nagykun-Szolnok","2019","Female",24199
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Male",19700.5
"Jasz-Nagykun-Szolnok","2012","Male",20739.5
"Jasz-Nagykun-Szolnok","2013","Male",21176.5
"Jasz-Nagykun-Szolnok","2014","Male",21835.5
"Jasz-Nagykun-Szolnok","2015","Male",22649
"Jasz-Nagykun-Szolnok","2016","Male",23478.5
"Jasz-Nagykun-Szolnok","2017","Male",23821.5
"Jasz-Nagykun-Szolnok","2018","Male",23688
"Jasz-Nagykun-Szolnok","2019","Male",23351.5
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Male",19700.5
"Jasz-Nagykun-Szolnok","2012","Male",20739.5
"Jasz-Nagykun-Szolnok","2013","Male",21176.5
"Jasz-Nagykun-Szolnok","2014","Male",21835.5
"Jasz-Nagykun-Szolnok","2015","Male",22649
"Jasz-Nagykun-Szolnok","2016","Male",23478.5
"Jasz-Nagykun-Szolnok","2017","Male",23821.5
"Jasz-Nagykun-Szolnok","2018","Male",23688
"Jasz-Nagykun-Szolnok","2019","Male",23351.5
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Female",24902.5
"Jasz-Nagykun-Szolnok","2012","Female",25567
"Jasz-Nagykun-Szolnok","2013","Female",25880.5
"Jasz-Nagykun-Szolnok","2014","Female",26437.5
"Jasz-Nagykun-Szolnok","2015","Female",27289.5
"Jasz-Nagykun-Szolnok","2016","Female",28182
"Jasz-Nagykun-Szolnok","2017","Female",28644
"Jasz-Nagykun-Szolnok","2018","Female",28677
"Jasz-Nagykun-Szolnok","2019","Female",28447.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Male",11883
"Jasz-Nagykun-Szolnok","2012","Male",11972
"Jasz-Nagykun-Szolnok","2013","Male",12015.5
"Jasz-Nagykun-Szolnok","2014","Male",12141
"Jasz-Nagykun-Szolnok","2015","Male",12185.5
"Jasz-Nagykun-Szolnok","2016","Male",12083.5
"Jasz-Nagykun-Szolnok","2017","Male",12159
"Jasz-Nagykun-Szolnok","2018","Male",12447
"Jasz-Nagykun-Szolnok","2019","Male",12779.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Male",11883
"Jasz-Nagykun-Szolnok","2012","Male",11972
"Jasz-Nagykun-Szolnok","2013","Male",12015.5
"Jasz-Nagykun-Szolnok","2014","Male",12141
"Jasz-Nagykun-Szolnok","2015","Male",12185.5
"Jasz-Nagykun-Szolnok","2016","Male",12083.5
"Jasz-Nagykun-Szolnok","2017","Male",12159
"Jasz-Nagykun-Szolnok","2018","Male",12447
"Jasz-Nagykun-Szolnok","2019","Male",12779.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Jasz-Nagykun-Szolnok","2011","Female",19999.5
"Jasz-Nagykun-Szolnok","2012","Female",20020
"Jasz-Nagykun-Szolnok","2013","Female",20022
"Jasz-Nagykun-Szolnok","2014","Female",19996
"Jasz-Nagykun-Szolnok","2015","Female",19875
"Jasz-Nagykun-Szolnok","2016","Female",19644
"Jasz-Nagykun-Szolnok","2017","Female",19579
"Jasz-Nagykun-Szolnok","2018","Female",19639.5
"Jasz-Nagykun-Szolnok","2019","Female",19747.5
"Tolna","2011","Female",15417
"Tolna","2012","Female",15669
"Tolna","2013","Female",15764
"Tolna","2014","Female",15926.5
"Tolna","2015","Female",16217
"Tolna","2016","Female",16505
"Tolna","2017","Female",16645.5
"Tolna","2018","Female",16631
"Tolna","2019","Female",16495
"Tolna","2011","Female",18847.5
"Tolna","2012","Female",18769.5
"Tolna","2013","Female",18186.5
"Tolna","2014","Female",17440
"Tolna","2015","Female",16606
"Tolna","2016","Female",15879.5
"Tolna","2017","Female",15413
"Tolna","2018","Female",15172.5
"Tolna","2019","Female",15040.5
"Tolna","2011","Male",17147
"Tolna","2012","Male",17254.5
"Tolna","2013","Male",16783.5
"Tolna","2014","Male",16117
"Tolna","2015","Male",15426
"Tolna","2016","Male",14841.5
"Tolna","2017","Male",14404
"Tolna","2018","Male",14319
"Tolna","2019","Male",14396.5
"Tolna","2011","Female",18847.5
"Tolna","2012","Female",18769.5
"Tolna","2013","Female",18186.5
"Tolna","2014","Female",17440
"Tolna","2015","Female",16606
"Tolna","2016","Female",15879.5
"Tolna","2017","Female",15413
"Tolna","2018","Female",15172.5
"Tolna","2019","Female",15040.5
"Tolna","2011","Male",17147
"Tolna","2012","Male",17254.5
"Tolna","2013","Male",16783.5
"Tolna","2014","Male",16117
"Tolna","2015","Male",15426
"Tolna","2016","Male",14841.5
"Tolna","2017","Male",14404
"Tolna","2018","Male",14319
"Tolna","2019","Male",14396.5
"Tolna","2011","Female",18847.5
"Tolna","2012","Female",18769.5
"Tolna","2013","Female",18186.5
"Tolna","2014","Female",17440
"Tolna","2015","Female",16606
"Tolna","2016","Female",15879.5
"Tolna","2017","Female",15413
"Tolna","2018","Female",15172.5
"Tolna","2019","Female",15040.5
"Tolna","2011","Female",15417
"Tolna","2012","Female",15831.5
"Tolna","2013","Female",16189.5
"Tolna","2014","Female",16725.5
"Tolna","2015","Female",17331.5
"Tolna","2016","Female",17894.5
"Tolna","2017","Female",18141
"Tolna","2018","Female",18138.5
"Tolna","2019","Female",18023.5
"Tolna","2011","Male",12201
"Tolna","2012","Male",12776
"Tolna","2013","Male",13137
"Tolna","2014","Male",13663.5
"Tolna","2015","Male",14219.5
"Tolna","2016","Male",14759
"Tolna","2017","Male",15034.5
"Tolna","2018","Male",14981.5
"Tolna","2019","Male",14815.5
"Tolna","2011","Female",15417
"Tolna","2012","Female",15831.5
"Tolna","2013","Female",16189.5
"Tolna","2014","Female",16725.5
"Tolna","2015","Female",17331.5
"Tolna","2016","Female",17894.5
"Tolna","2017","Female",18141
"Tolna","2018","Female",18138.5
"Tolna","2019","Female",18023.5
"Tolna","2011","Male",12201
"Tolna","2012","Male",12776
"Tolna","2013","Male",13137
"Tolna","2014","Male",13663.5
"Tolna","2015","Male",14219.5
"Tolna","2016","Male",14759
"Tolna","2017","Male",15034.5
"Tolna","2018","Male",14981.5
"Tolna","2019","Male",14815.5
"Tolna","2011","Female",15417
"Tolna","2012","Female",15831.5
"Tolna","2013","Female",16189.5
"Tolna","2014","Female",16725.5
"Tolna","2015","Female",17331.5
"Tolna","2016","Female",17894.5
"Tolna","2017","Female",18141
"Tolna","2018","Female",18138.5
"Tolna","2019","Female",18023.5
"Tolna","2011","Female",11847
"Tolna","2012","Female",11670.5
"Tolna","2013","Female",11624.5
"Tolna","2014","Female",11667.5
"Tolna","2015","Female",11757
"Tolna","2016","Female",11706.5
"Tolna","2017","Female",11734.5
"Tolna","2018","Female",11867.5
"Tolna","2019","Female",12011.5
"Tolna","2011","Female",11847
"Tolna","2012","Female",11670.5
"Tolna","2013","Female",11624.5
"Tolna","2014","Female",11667.5
"Tolna","2015","Female",11757
"Tolna","2016","Female",11706.5
"Tolna","2017","Female",11734.5
"Tolna","2018","Female",11867.5
"Tolna","2019","Female",12011.5
"Tolna","2011","Male",6852.5
"Tolna","2012","Male",6894
"Tolna","2013","Male",6976
"Tolna","2014","Male",7077.5
"Tolna","2015","Male",7149.5
"Tolna","2016","Male",7148.5
"Tolna","2017","Male",7298.5
"Tolna","2018","Male",7517.5
"Tolna","2019","Male",7743.5
"Tolna","2011","Female",11847
"Tolna","2012","Female",11670.5
"Tolna","2013","Female",11624.5
"Tolna","2014","Female",11667.5
"Tolna","2015","Female",11757
"Tolna","2016","Female",11706.5
"Tolna","2017","Female",11734.5
"Tolna","2018","Female",11867.5
"Tolna","2019","Female",12011.5
"Tolna","2011","Female",11847
"Tolna","2012","Female",11670.5
"Tolna","2013","Female",11624.5
"Tolna","2014","Female",11667.5
"Tolna","2015","Female",11757
"Tolna","2016","Female",11706.5
"Tolna","2017","Female",11734.5
"Tolna","2018","Female",11867.5
"Tolna","2019","Female",12011.5
"Tolna","2011","Male",6852.5
"Tolna","2012","Male",6894
"Tolna","2013","Male",6976
"Tolna","2014","Male",7077.5
"Tolna","2015","Male",7149.5
"Tolna","2016","Male",7148.5
"Tolna","2017","Male",7298.5
"Tolna","2018","Male",7517.5
"Tolna","2019","Male",7743.5
"Tolna","2011","Female",11847
"Tolna","2012","Female",11670.5
"Tolna","2013","Female",11624.5
"Tolna","2014","Female",11667.5
"Tolna","2015","Female",11757
"Tolna","2016","Female",11706.5
"Tolna","2017","Female",11734.5
"Tolna","2018","Female",11867.5
"Tolna","2019","Female",12011.5
"Tolna","2011","Female",11847
"Tolna","2012","Female",11670.5
"Tolna","2013","Female",11624.5
"Tolna","2014","Female",11667.5
"Tolna","2015","Female",11757
"Tolna","2016","Female",11706.5
"Tolna","2017","Female",11734.5
"Tolna","2018","Female",11867.5
"Tolna","2019","Female",12011.5
"Tolna","2011","Female",11847
"Tolna","2012","Female",11670.5
"Tolna","2013","Female",11624.5
"Tolna","2014","Female",11667.5
"Tolna","2015","Female",11757
"Tolna","2016","Female",11706.5
"Tolna","2017","Female",11734.5
"Tolna","2018","Female",11867.5
"Tolna","2019","Female",12011.5
"Vas","2011","Female",17249
"Vas","2012","Female",17565.5
"Vas","2013","Female",17886.5
"Vas","2014","Female",18375.5
"Vas","2015","Female",19014
"Vas","2016","Female",19632
"Vas","2017","Female",20124
"Vas","2018","Female",20443.5
"Vas","2019","Female",20770.5
"Vas","2011","Female",20349
"Vas","2012","Female",20089
"Vas","2013","Female",19582.5
"Vas","2014","Female",18813.5
"Vas","2015","Female",17926
"Vas","2016","Female",17251.5
"Vas","2017","Female",17024.5
"Vas","2018","Female",17054.5
"Vas","2019","Female",17170.5
"Vas","2011","Female",20349
"Vas","2012","Female",20089
"Vas","2013","Female",19582.5
"Vas","2014","Female",18813.5
"Vas","2015","Female",17926
"Vas","2016","Female",17251.5
"Vas","2017","Female",17024.5
"Vas","2018","Female",17054.5
"Vas","2019","Female",17170.5
"Vas","2011","Male",18763
"Vas","2012","Male",18631.5
"Vas","2013","Male",18212.5
"Vas","2014","Male",17646.5
"Vas","2015","Male",16982.5
"Vas","2016","Male",16480.5
"Vas","2017","Male",16255.5
"Vas","2018","Male",16299.5
"Vas","2019","Male",16552.5
"Vas","2011","Female",20349
"Vas","2012","Female",20089
"Vas","2013","Female",19582.5
"Vas","2014","Female",18813.5
"Vas","2015","Female",17926
"Vas","2016","Female",17251.5
"Vas","2017","Female",17024.5
"Vas","2018","Female",17054.5
"Vas","2019","Female",17170.5
"Vas","2011","Male",18763
"Vas","2012","Male",18631.5
"Vas","2013","Male",18212.5
"Vas","2014","Male",17646.5
"Vas","2015","Male",16982.5
"Vas","2016","Male",16480.5
"Vas","2017","Male",16255.5
"Vas","2018","Male",16299.5
"Vas","2019","Male",16552.5
"Vas","2011","Female",20349
"Vas","2012","Female",20089
"Vas","2013","Female",19582.5
"Vas","2014","Female",18813.5
"Vas","2015","Female",17926
"Vas","2016","Female",17251.5
"Vas","2017","Female",17024.5
"Vas","2018","Female",17054.5
"Vas","2019","Female",17170.5
"Vas","2011","Female",16974.5
"Vas","2012","Female",17517
"Vas","2013","Female",17878
"Vas","2014","Female",18453
"Vas","2015","Female",19182
"Vas","2016","Female",19807
"Vas","2017","Female",20025.5
"Vas","2018","Female",19972
"Vas","2019","Female",19836.5
"Vas","2011","Female",16974.5
"Vas","2012","Female",17517
"Vas","2013","Female",17878
"Vas","2014","Female",18453
"Vas","2015","Female",19182
"Vas","2016","Female",19807
"Vas","2017","Female",20025.5
"Vas","2018","Female",19972
"Vas","2019","Female",19836.5
"Vas","2011","Female",16974.5
"Vas","2012","Female",17517
"Vas","2013","Female",17878
"Vas","2014","Female",18453
"Vas","2015","Female",19182
"Vas","2016","Female",19807
"Vas","2017","Female",20025.5
"Vas","2018","Female",19972
"Vas","2019","Female",19836.5
"Vas","2011","Male",14059.5
"Vas","2012","Male",14674
"Vas","2013","Male",15038.5
"Vas","2014","Male",15519
"Vas","2015","Male",16117.5
"Vas","2016","Male",16636
"Vas","2017","Male",16778.5
"Vas","2018","Male",16647.5
"Vas","2019","Male",16443
"Vas","2011","Female",16974.5
"Vas","2012","Female",17517
"Vas","2013","Female",17878
"Vas","2014","Female",18453
"Vas","2015","Female",19182
"Vas","2016","Female",19807
"Vas","2017","Female",20025.5
"Vas","2018","Female",19972
"Vas","2019","Female",19836.5
"Vas","2011","Male",14059.5
"Vas","2012","Male",14674
"Vas","2013","Male",15038.5
"Vas","2014","Male",15519
"Vas","2015","Male",16117.5
"Vas","2016","Male",16636
"Vas","2017","Male",16778.5
"Vas","2018","Male",16647.5
"Vas","2019","Male",16443
"Vas","2011","Female",16974.5
"Vas","2012","Female",17517
"Vas","2013","Female",17878
"Vas","2014","Female",18453
"Vas","2015","Female",19182
"Vas","2016","Female",19807
"Vas","2017","Female",20025.5
"Vas","2018","Female",19972
"Vas","2019","Female",19836.5
"Vas","2011","Female",12295
"Vas","2012","Female",12330
"Vas","2013","Female",12367
"Vas","2014","Female",12493
"Vas","2015","Female",12680.5
"Vas","2016","Female",12794.5
"Vas","2017","Female",12967.5
"Vas","2018","Female",13252.5
"Vas","2019","Female",13558.5
"Vas","2011","Female",12295
"Vas","2012","Female",12330
"Vas","2013","Female",12367
"Vas","2014","Female",12493
"Vas","2015","Female",12680.5
"Vas","2016","Female",12794.5
"Vas","2017","Female",12967.5
"Vas","2018","Female",13252.5
"Vas","2019","Female",13558.5
"Vas","2011","Male",7282.5
"Vas","2012","Male",7493
"Vas","2013","Male",7653.5
"Vas","2014","Male",7862.5
"Vas","2015","Male",8041
"Vas","2016","Male",8172
"Vas","2017","Male",8397
"Vas","2018","Male",8647
"Vas","2019","Male",8944
"Vas","2011","Female",12295
"Vas","2012","Female",12330
"Vas","2013","Female",12367
"Vas","2014","Female",12493
"Vas","2015","Female",12680.5
"Vas","2016","Female",12794.5
"Vas","2017","Female",12967.5
"Vas","2018","Female",13252.5
"Vas","2019","Female",13558.5
"Vas","2011","Male",7282.5
"Vas","2012","Male",7493
"Vas","2013","Male",7653.5
"Vas","2014","Male",7862.5
"Vas","2015","Male",8041
"Vas","2016","Male",8172
"Vas","2017","Male",8397
"Vas","2018","Male",8647
"Vas","2019","Male",8944
"Vas","2011","Female",12295
"Vas","2012","Female",12330
"Vas","2013","Female",12367
"Vas","2014","Female",12493
"Vas","2015","Female",12680.5
"Vas","2016","Female",12794.5
"Vas","2017","Female",12967.5
"Vas","2018","Female",13252.5
"Vas","2019","Female",13558.5
"Vas","2011","Female",12295
"Vas","2012","Female",12330
"Vas","2013","Female",12367
"Vas","2014","Female",12493
"Vas","2015","Female",12680.5
"Vas","2016","Female",12794.5
"Vas","2017","Female",12967.5
"Vas","2018","Female",13252.5
"Vas","2019","Female",13558.5
"Veszprem","2011","Female",26187
"Veszprem","2012","Female",26517
"Veszprem","2013","Female",25847.5
"Veszprem","2014","Female",24968
"Veszprem","2015","Female",23852.5
"Veszprem","2016","Female",22752
"Veszprem","2017","Female",21729.5
"Veszprem","2018","Female",20892
"Veszprem","2019","Female",20178.5
"Veszprem","2011","Female",23129
"Veszprem","2012","Female",23578.5
"Veszprem","2013","Female",23884.5
"Veszprem","2014","Female",24332
"Veszprem","2015","Female",24986.5
"Veszprem","2016","Female",25643
"Veszprem","2017","Female",26220
"Veszprem","2018","Female",26668.5
"Veszprem","2019","Female",26967
"Veszprem","2011","Female",23129
"Veszprem","2012","Female",23578.5
"Veszprem","2013","Female",23884.5
"Veszprem","2014","Female",24332
"Veszprem","2015","Female",24986.5
"Veszprem","2016","Female",25643
"Veszprem","2017","Female",26220
"Veszprem","2018","Female",26668.5
"Veszprem","2019","Female",26967
"Veszprem","2011","Female",27707.5
"Veszprem","2012","Female",27554
"Veszprem","2013","Female",26764
"Veszprem","2014","Female",25802.5
"Veszprem","2015","Female",24699
"Veszprem","2016","Female",23744.5
"Veszprem","2017","Female",23166.5
"Veszprem","2018","Female",23023
"Veszprem","2019","Female",23059
"Veszprem","2011","Female",27707.5
"Veszprem","2012","Female",27554
"Veszprem","2013","Female",26764
"Veszprem","2014","Female",25802.5
"Veszprem","2015","Female",24699
"Veszprem","2016","Female",23744.5
"Veszprem","2017","Female",23166.5
"Veszprem","2018","Female",23023
"Veszprem","2019","Female",23059
"Veszprem","2011","Female",27707.5
"Veszprem","2012","Female",27554
"Veszprem","2013","Female",26764
"Veszprem","2014","Female",25802.5
"Veszprem","2015","Female",24699
"Veszprem","2016","Female",23744.5
"Veszprem","2017","Female",23166.5
"Veszprem","2018","Female",23023
"Veszprem","2019","Female",23059
"Veszprem","2011","Male",25549.5
"Veszprem","2012","Male",25800.5
"Veszprem","2013","Male",25090.5
"Veszprem","2014","Male",24260.5
"Veszprem","2015","Male",23317
"Veszprem","2016","Male",22565.5
"Veszprem","2017","Male",22240.5
"Veszprem","2018","Male",22212.5
"Veszprem","2019","Male",22428
"Veszprem","2011","Male",25549.5
"Veszprem","2012","Male",25800.5
"Veszprem","2013","Male",25090.5
"Veszprem","2014","Male",24260.5
"Veszprem","2015","Male",23317
"Veszprem","2016","Male",22565.5
"Veszprem","2017","Male",22240.5
"Veszprem","2018","Male",22212.5
"Veszprem","2019","Male",22428
"Veszprem","2011","Female",27707.5
"Veszprem","2012","Female",27554
"Veszprem","2013","Female",26764
"Veszprem","2014","Female",25802.5
"Veszprem","2015","Female",24699
"Veszprem","2016","Female",23744.5
"Veszprem","2017","Female",23166.5
"Veszprem","2018","Female",23023
"Veszprem","2019","Female",23059
"Veszprem","2011","Female",27707.5
"Veszprem","2012","Female",27554
"Veszprem","2013","Female",26764
"Veszprem","2014","Female",25802.5
"Veszprem","2015","Female",24699
"Veszprem","2016","Female",23744.5
"Veszprem","2017","Female",23166.5
"Veszprem","2018","Female",23023
"Veszprem","2019","Female",23059
"Veszprem","2011","Female",22610.5
"Veszprem","2012","Female",23324
"Veszprem","2013","Female",23696
"Veszprem","2014","Female",24435.5
"Veszprem","2015","Female",25323.5
"Veszprem","2016","Female",26276.5
"Veszprem","2017","Female",26804.5
"Veszprem","2018","Female",26929
"Veszprem","2019","Female",26875
"Veszprem","2011","Female",22610.5
"Veszprem","2012","Female",23324
"Veszprem","2013","Female",23696
"Veszprem","2014","Female",24435.5
"Veszprem","2015","Female",25323.5
"Veszprem","2016","Female",26276.5
"Veszprem","2017","Female",26804.5
"Veszprem","2018","Female",26929
"Veszprem","2019","Female",26875
"Veszprem","2011","Female",22610.5
"Veszprem","2012","Female",23324
"Veszprem","2013","Female",23696
"Veszprem","2014","Female",24435.5
"Veszprem","2015","Female",25323.5
"Veszprem","2016","Female",26276.5
"Veszprem","2017","Female",26804.5
